Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
long knive,1,1,50,3,0.63,https://nobliecustomknives.com/types-of-daggers/,0,0,0.00,0.76,668000000,"[64,0,0,64,64,0,0,0,0,82,100,0]",2026-01-29,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
noblie,1,1,50,34,0.00,https://nobliecustomknives.com/,40,0.2,0.00,0.08,0,"[2,2,2,15,15,2,2,15,15,2,2,2]",2026-03-16,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
necklace damascus,1,1,90,2,0.67,https://nobliecustomknives.com/how-much-do-damascus-knives-cost/,3,0.01,2.00,1,2760000,"[0,41,52,23,52,82,64,52,52,41,52,64]",2026-03-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,People also ask
massachusetts knife laws length,1,1,40,12,0.00,https://nobliecustomknives.com/state-knife-laws/,1,0,0.00,0.33,1620000,"[11,11,11,64,64,11,11,11,11,11,11,11]",2026-02-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
aus 8 vs d2,1,1,260,2,0.00,https://nobliecustomknives.com/d2-steel/,10,0.05,0.00,0,136,"[66,66,54,66,54,43,54,54,66,54,43,54]",2026-03-05,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",People also ask
what is a curved knife called,1,1,40,14,0.00,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,1,0,0.00,0.09,16800000,"[1,1,0,1,1,1,1,1,2,0,0,1]",2026-02-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Image pack
ww1 knives,1,1,320,9,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,13,0.06,0.00,0,2390000,"[66,66,54,100,81,54,54,54,66,66,81,100]",2026-02-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Image pack
damascus blade patterns,1,1,260,15,0.33,https://nobliecustomknives.com/types-of-damascus-steel/,10,0.05,3.00,0.76,0,"[22,22,81,81,100,66,29,66,22,66,10,29]",2026-03-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos",informational,Image pack
damascus blade patterns,1,1,260,15,0.33,https://nobliecustomknives.com/mosaic-damascus-patterns/,10,0.05,3.00,0.76,0,"[22,22,81,81,100,66,29,66,22,66,10,29]",2026-03-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos",informational,Image pack
damascus blade patterns,1,1,260,15,0.33,https://nobliecustomknives.com/types-of-damascus-steel/,34,0.17,11.00,0.76,0,"[22,22,81,81,100,66,29,66,22,66,10,29]",2026-03-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos",informational,Organic
cuchillas tramontina profesional,1,1,40,28,0.00,https://nobliecustomknives.com/es/sharpest-knife-in-the-world/,0,0,0.00,0.98,535000,"[14,14,14,14,78,28,100,14,14,14,14,14]",2026-03-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",People also ask
pocket knife sharpening angle,1,1,480,15,0.09,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,4,0.02,0.00,0.06,1890000,"[66,54,66,81,81,100,81,81,81,81,81,100]",2026-02-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
pocket knife sharpening angle,1,1,480,15,0.09,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,4,0.02,0.00,0.06,1890000,"[66,54,66,81,81,100,81,81,81,81,81,100]",2026-02-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
damascus patterns list,1,1,90,10,0.00,https://nobliecustomknives.com/mosaic-damascus-patterns/,3,0.01,0.00,0.2,690000,"[9,9,9,100,66,52,52,52,52,52,33,23]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Image pack
damascus patterns list,1,1,90,10,0.00,https://nobliecustomknives.com/mosaic-damascus-patterns/,3,0.01,0.00,0.2,690000,"[9,9,9,100,66,52,52,52,52,52,33,23]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Image pack
damascus patterns list,1,1,90,10,0.00,https://nobliecustomknives.com/types-of-damascus-steel/,3,0.01,0.00,0.2,690000,"[9,9,9,100,66,52,52,52,52,52,33,23]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Image pack
damascus patterns list,1,1,90,10,0.00,https://nobliecustomknives.com/types-of-damascus-steel/,11,0.05,0.00,0.2,690000,"[9,9,9,100,66,52,52,52,52,52,33,23]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
lanyard knots,1,1,140,22,0.00,https://nobliecustomknives.com/how-to-tie-knife-lanyard/,5,0.02,0.00,0.1,0,"[19,23,23,5,19,23,19,29,19,23,23,19]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Image pack
what is vg10 steel,1,1,110,,0.11,https://nobliecustomknives.com/vg-10-steel/,4,0.02,0.00,0.28,1910000,"[100,64,52,64,52,41,52,52,64,41,52,100]",2026-02-07,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
cu mai knife,1,1,170,3,1.18,https://nobliecustomknives.com/forging-copper-damascus-cu-mai-a-blacksmith-s-guide-to-copper-steel-masterpieces/,5,0.02,5.00,1,12800000,"[29,29,35,8,14,29,22,29,100,54,43,29]",2026-02-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
stay out the kitchen,1,1,40,31,0.00,https://nobliecustomknives.com/knife-news/,0,0,0.00,0.33,812000000,"[100,100,18,18,18,18,18,18,18,18,18,18]",2026-02-18,"Knowledge panel, Image pack, Sitelinks, Video, Featured video, Video Carousel, People also ask, Related searches, Short videos, AI overview","informational, transactional",People also ask
paracord grip,1,1,70,24,0.00,https://nobliecustomknives.com/paracord-the-ultimate-guide-types-sizes-uses-care/,0,0,0.00,0.06,2490000,"[10,10,8,14,14,18,18,18,18,14,14,4]",2026-02-18,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
knife reference,1,1,110,24,0.00,https://nobliecustomknives.com/types-of-knife-blades-and-knife-shapes/,4,0.02,0.00,0,74700000,"[35,35,17,35,35,35,17,17,35,43,12,43]",2026-02-17,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
paracord material,1,1,70,23,0.66,https://nobliecustomknives.com/paracord-the-ultimate-guide-types-sizes-uses-care/,0,0,0.00,0.98,6460000,"[15,21,15,34,21,21,21,34,28,28,21,21]",2026-02-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Image pack
arabic knife,1,1,320,19,0.00,https://nobliecustomknives.com/jambiya-arab-dagger/,7,0.03,0.00,0.11,70200000,"[81,81,66,81,66,81,66,66,66,54,66,66]",2026-02-18,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Image pack
type blade,1,1,110,12,0.00,https://nobliecustomknives.com/types-of-knife-blades-and-knife-shapes/,4,0.02,0.00,0.01,331000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2026-03-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
type blade,1,1,110,12,0.00,https://nobliecustomknives.com/types-of-knife-blades-and-knife-shapes/,4,0.02,0.00,0.01,331000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2026-03-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
angle for knife sharpening,1,1,320,15,0.21,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,14,0.07,2.00,0.85,4400000,"[67,36,30,13,13,5,13,55,6,5,16,13]",2026-02-17,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos, AI overview",informational,Image pack
hrc rockwell hardness,1,1,30,22,1.15,https://nobliecustomknives.com/rockwell-hardness-test-for-knives/,0,0,0.00,0.1,956000,"[0,9,100,0,18,9,9,27,36,27,45,27]",2026-02-22,"Image pack, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,Image pack
blue damascus steel,1,1,170,4,0.00,https://nobliecustomknives.com/damascus-color/,3,0.01,0.00,0.86,10600000,"[29,35,22,29,35,35,29,43,29,35,29,35]",2026-03-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
cómo se hacen las espadas,1,1,40,22,0.00,https://nobliecustomknives.com/es/making-a-sword/,1,0,0.00,0.33,18600000,"[11,11,11,0,11,11,100,0,100,11,11,11]",2026-02-07,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
super sharp knife set,1,1,30,25,0.90,https://nobliecustomknives.com/sharpest-knife-in-the-world/,1,0,0.00,1,58200000,"[64,11,11,11,11,11,11,11,11,11,11,11]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
curved serrated knife,1,1,70,7,0.69,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,2,0.01,1.00,1,1690000,"[100,100,18,18,18,100,100,45,63,63,81,63]",2026-02-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
mayan club weapon,1,1,40,29,0.00,https://nobliecustomknives.com/macuahuitl-the-complete-guide-to-the-aztec-obsidian-sword/,0,0,0.00,0.02,0,"[9,9,9,9,52,9,9,52,9,52,9,9]",2026-03-12,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos",informational,Image pack
connecticut knife carry laws,1,1,140,18,0.00,https://nobliecustomknives.com/state-knife-laws/,2,0.01,0.00,0,2780000,"[53,42,65,34,65,53,42,65,80,53,53,53]",2026-02-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
wizard knives,2,2,90,3,1.26,https://nobliecustomknives.com/custom-knife-price-list/,0,0,0.00,0.23,4190000,"[0,42,26,19,26,34,53,53,53,34,65,11]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,People also ask
elmax vs m390,2,2,210,6,0.00,https://nobliecustomknives.com/elmax-steel/,4,0.02,0.00,0.04,266000,"[66,43,53,43,35,43,35,43,53,43,53,66]",2026-02-03,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
knife tip types,2,2,40,11,0.00,https://nobliecustomknives.com/types-of-knife-blades-and-knife-shapes/,3,0.01,0.00,0.03,208,"[14,14,14,14,14,14,14,14,100,14,14,100]",2026-03-25,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums",informational,Organic
blade types,2,2,480,24,0.00,https://nobliecustomknives.com/types-of-knife-blades-and-knife-shapes/,39,0.19,0.00,0.01,214,"[7,5,7,24,10,5,8,4,10,8,4,7]",2026-03-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos",informational,Organic
switch blade laws,2,2,40,29,0.09,https://nobliecustomknives.com/are-switchblades-illegal/,3,0.01,0.00,0.55,11400000,"[11,33,22,33,33,44,55,55,33,44,77,100]",2026-03-11,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
kitchen safety and sanitation,2,2,110,30,0.00,https://nobliecustomknives.com/knife-news/,0,0,0.00,0.01,17600000,"[19,34,42,19,42,53,26,15,100,100,53,53]",2026-02-26,"Video, People also ask, Related searches, Short videos, AI overview",informational,People also ask
what states are switchblades legal in,2,2,170,29,0.03,https://nobliecustomknives.com/are-switchblades-illegal/,7,0.03,0.00,0.01,81600,"[23,28,12,17,66,35,17,53,100,82,82,17]",2026-02-27,"Video, People also ask, Related searches, AI overview",informational,Organic
elmax vs magnacut,2,2,390,6,0.00,https://nobliecustomknives.com/elmax-steel/,2,0.01,0.00,0.21,307000,"[36,44,36,36,44,29,36,44,44,100,54,67]",2026-03-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
cpm s90v,2,2,260,3,0.72,https://nobliecustomknives.com/m390-steel/,3,0.01,2.00,0.94,455000,"[66,66,53,66,66,35,53,82,100,66,53,66]",2026-02-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
dagger designs,2,2,390,,0.00,https://nobliecustomknives.com/types-of-daggers/,31,0.15,0.00,0,0,"[54,54,54,36,54,66,44,44,54,54,54,44]",2026-03-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
pocket knife corkscrew,2,2,50,9,0.75,https://nobliecustomknives.com/us-knife-laws/texas-knife-laws/,0,0,0.00,1,1030000,"[77,55,77,77,55,55,77,77,77,55,22,22]",2026-02-16,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",People also ask
step by step paracord lanyard designs,2,2,70,26,0.00,https://nobliecustomknives.com/how-to-tie-knife-lanyard/,0,0,0.00,0.18,0,"[19,34,26,19,26,26,15,19,26,34,26,26]",2026-03-08,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Image pack
knife laws in new hampshire,2,2,70,18,0.00,https://nobliecustomknives.com/us-knife-laws/new-hampshire-knife-laws/,2,0.01,0.00,0,419000,"[23,23,33,23,23,42,33,33,52,33,33,33]",2026-02-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
rarest knives,2,2,90,7,0.00,https://nobliecustomknives.com/most-expensive-knife/,1,0,0.00,0.01,412000,"[43,23,28,10,23,28,23,23,7,23,35,43]",2026-02-15,"Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,People also ask
knife laws in rhode island,2,2,70,14,0.00,https://nobliecustomknives.com/us-knife-laws/rhode-island-knife-laws/,2,0.01,0.00,0,993000,"[77,77,100,77,77,55,77,77,77,77,55,77]",2026-02-23,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
number of flowers and layers in damascus steel mosaic pattern,2,2,480,2,0.00,https://nobliecustomknives.com/mosaic-damascus-patterns/,14,0.07,0.00,0,94100,"[100,0]",2026-03-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
pocket knife laws nj,2,2,70,9,0.00,https://nobliecustomknives.com/state-knife-laws/,1,0,0.00,0,840000,"[77,77,77,55,77,77,100,100,100,100,100,77]",2026-02-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
pocket knife laws nj,2,2,70,9,0.00,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,0,840000,"[77,77,77,55,77,77,100,100,100,100,100,77]",2026-02-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
karambit daggers,2,2,110,14,0.00,https://nobliecustomknives.com/ultimate-guide-to-karambits-self-defense-tactical-use-everyday-carry/,4,0.02,0.00,0,361000,"[0,0,1,0,1,1,54,100,4,1,2,2]",2026-02-23,"Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
world war 1 trench knife,2,2,1000,26,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,13,0.06,0.00,0,3250000,"[100,100,76,100,76,67,67,67,67,55,55,100]",2026-02-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
world war 1 trench knife,2,2,1000,26,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,13,0.06,0.00,0,3250000,"[100,100,76,100,76,67,67,67,67,55,55,100]",2026-02-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
knife laws utah,2,2,170,16,0.00,https://nobliecustomknives.com/us-knife-laws/utah-knife-laws/,5,0.02,0.00,0,1780000,"[53,43,35,43,35,35,53,43,43,43,43,35]",2026-02-28,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
tie a lanyard knot,2,2,50,20,0.00,https://nobliecustomknives.com/how-to-tie-knife-lanyard/,0,0,0.00,0,1950000,"[23,23,33,33,23,33,19,23,33,33,33,33]",2026-03-28,"Image pack, Video, Image, Related searches, Short videos, AI overview",informational,Image pack
the gem of orient,2,2,90,23,0.00,https://nobliecustomknives.com/most-expensive-knife/,1,0,0.00,0.03,6080000,"[9,9,9,52,52,52,52,52,9,33,33,100]",2026-02-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
sorwd,2,2,480,66,0.41,https://nobliecustomknives.com/types-of-swords/,5,0.02,2.00,0.09,754000000,"[8,0,100,30,36,45,55,24,20,30,55,45]",2026-01-31,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Things to know","commercial, informational",People also ask
knife lock types,2,2,90,16,0.00,https://nobliecustomknives.com/knife-locks/,1,0,0.00,0.33,0,"[52,52,64,52,52,41,52,52,41,41,41,82]",2026-03-18,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
knife lock types,2,2,90,16,0.00,https://nobliecustomknives.com/knife-locks/,1,0,0.00,0.33,0,"[52,52,64,52,52,41,52,52,41,41,41,82]",2026-03-18,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
steel warrior knife,2,2,320,4,0.00,https://nobliecustomknives.com/yarborough-knife/,0,0,0.00,0,8320000,"[59,26,21,32,26,39,39,59,48,39,39,0]",2026-02-13,"Video, Image, People also ask, Popular products, Related searches, AI overview",informational,People also ask
seattle knife laws,2,2,110,13,0.00,https://nobliecustomknives.com/us-knife-laws/washington-knife-laws/,2,0.01,0.00,0,2020000,"[52,52,42,42,52,52,52,52,52,52,33,42]",2026-02-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
what states are switchblades illegal in,2,2,260,35,0.03,https://nobliecustomknives.com/are-switchblades-illegal/,7,0.03,0.00,0.01,142000,"[43,43,35,29,54,54,66,100,81,43,43,35]",2026-03-06,"Image pack, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
hardness of steels,2,2,30,19,0.68,https://nobliecustomknives.com/rockwell-hardness-test-for-knives/,0,0,0.00,0.02,32900000,"[9,23,23,23,19,4,9,9,9,9,4,9]",2026-03-25,"Image pack, Video, Image, Related searches, AI overview",informational,Image pack
most expensive knife ever sold,2,2,50,11,0.00,https://nobliecustomknives.com/most-expensive-knife/,2,0.01,0.00,0.33,98000000,"[18,100,100,27,27,45,36,27,18,36,27,18]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
anatomy of a dagger,2,2,50,5,0.00,https://nobliecustomknives.com/what-is-a-dagger/,1,0,0.00,0.33,3950000,"[7,11,15,53,7,11,7,26,26,19,15,15]",2026-02-10,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
knife fuller,2,2,320,14,0.00,https://nobliecustomknives.com/knife-fuller/,1,0,0.00,0.05,11700000,"[82,82,66,82,100,82,66,66,66,82,82,100]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",informational,Image pack
knife fuller,2,2,320,14,0.00,https://nobliecustomknives.com/knife-fuller/,1,0,0.00,0.05,11700000,"[82,82,66,82,100,82,66,66,66,82,82,100]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",informational,Image pack
mongolian knife,2,2,140,24,0.00,https://nobliecustomknives.com/traditional-mongolian-knife/,3,0.01,0.00,0,7140000,"[65,65,34,42,53,65,65,65,65,53,53,53]",2026-01-31,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
best knife maker,2,2,40,23,1.27,https://nobliecustomknives.com/custom-knife-makers/,3,0.01,3.00,1,0,"[9,12,9,3,3,15,21,9,15,9,15,28]",2026-03-07,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
hunting knife types,2,2,40,11,0.00,https://nobliecustomknives.com/types-of-hunting-knives/,1,0,0.00,0,31600000,"[80,60,40,80,80,60,80,80,100,80,100,80]",2026-02-22,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
scrimshaw bone,2,2,140,10,0.00,https://nobliecustomknives.com/how-to-scrimshaw/,11,0.05,0.00,0.02,219,"[42,66,52,42,52,52,100,80,66,52,100,66]",2026-03-24,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
is damascus steel strong,2,2,70,7,0.18,https://nobliecustomknives.com/why-damascus-steel-is-strong/,1,0,0.00,0.13,2390000,"[14,10,14,14,18,10,10,14,4,4,35,14]",2026-02-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mk 1 trench knife,2,2,390,19,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,5,0.02,0.00,0,0,"[5,3,7,11,100,3,7,7,25,37,16,20]",2026-03-08,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
golden dagger,2,2,880,29,0.00,https://nobliecustomknives.com/products/golden-dagger/,2,0.01,0.00,0.15,0,"[13,15,15,13,13,10,8,13,10,10,10,10]",2026-03-15,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
golden dagger,2,2,880,29,0.00,https://nobliecustomknives.com/products/golden-dagger/,2,0.01,0.00,0.15,0,"[13,15,15,13,13,10,8,13,10,10,10,10]",2026-03-15,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Image pack
name different types of daggers,2,2,40,16,0.00,https://nobliecustomknives.com/types-of-daggers/,5,0.02,0.00,0.33,1380000,"[11,11,11,64,11,64,11,11,11,11,11,11]",2026-02-04,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
name different types of daggers,2,2,40,16,0.00,https://nobliecustomknives.com/types-of-daggers/,0,0,0.00,0.33,1380000,"[11,11,11,64,11,64,11,11,11,11,11,11]",2026-02-04,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
name different types of daggers,2,2,40,16,0.00,https://nobliecustomknives.com/types-of-knives/,0,0,0.00,0.33,1380000,"[11,11,11,64,11,64,11,11,11,11,11,11]",2026-02-04,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
name different types of daggers,2,2,40,16,0.00,https://nobliecustomknives.com/types-of-daggers/,0,0,0.00,0.33,1380000,"[11,11,11,64,11,64,11,11,11,11,11,11]",2026-02-04,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
how to make a knife handle from wood,2,2,50,13,0.00,https://nobliecustomknives.com/woods-for-knife-handle/,0,0,0.00,0.05,47900000,"[63,63,63,81,63,45,63,63,45,18,18,63]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,People also ask
most expensive knife in cs go,2,2,260,6,0.25,https://nobliecustomknives.com/most-expensive-knife/,5,0.02,1.00,0,4380000,"[22,29,54,54,54,66,100,81,81,54,100,35]",2026-02-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums",informational,People also ask
cts bd1n vs s35vn,2,2,50,10,0.00,https://nobliecustomknives.com/knife-steel-chart/,0,0,0.00,0.33,19500,"[50,28,14,28,100,28,100,78,14,28,14,14]",2026-03-05,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
swiss pocket knives,2,2,70,18,0.42,https://nobliecustomknives.com/state-knife-laws/,0,0,0.00,1,4130000,"[23,17,12,10,12,35,10,10,12,23,17,28]",2026-02-27,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
new mexico knife laws,2,2,170,14,0.00,https://nobliecustomknives.com/us-knife-laws/new-mexico-knife-laws/,13,0.06,0.00,0,0,"[53,65,43,65,53,53,53,65,53,53,34,3]",2026-03-06,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
trench knife wwi,2,2,210,16,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,2,0.01,0.00,0,161000,"[11,8,1,1,3,3,34,3,2,7,7,2]",2026-02-27,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
how to make paracord knife lanyard,2,2,90,20,0.00,https://nobliecustomknives.com/how-to-tie-knife-lanyard/,2,0.01,0.00,0.02,0,"[64,29,29,52,41,52,52,82,52,64,5,82]",2026-03-08,"Image pack, Sitelinks, Video, Image, Related searches, Short videos, Discussions and forums",informational,Image pack
how to make paracord knife lanyard,2,2,90,20,0.00,https://nobliecustomknives.com/how-to-tie-knife-lanyard/,2,0.01,0.00,0.02,0,"[64,29,29,52,41,52,52,82,52,64,5,82]",2026-03-08,"Image pack, Sitelinks, Video, Image, Related searches, Short videos, Discussions and forums",informational,Image pack
knife store arizona,2,2,70,11,0.00,https://nobliecustomknives.com/us-knife-laws/arizona-knife-laws/,1,0,0.00,0.41,14500000,"[81,81,63,63,45,63,63,36,63,45,45,45]",2026-02-25,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
switchblades illegal in what states,2,2,210,29,0.00,https://nobliecustomknives.com/are-switchblades-illegal/,17,0.08,0.00,0,49100,"[35,18,35,18,35,100,23,23,23,35,44,44]",2026-03-28,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
knife angles for sharpening,2,2,210,13,0.23,https://nobliecustomknives.com/knife-sharpening-angle-guide-quick-chart-for-beginners/,17,0.08,3.00,0.87,190,"[14,9,32,7,7,11,7,21,5,7,21,100]",2026-03-15,"Sitelinks, Video, Video Carousel, Popular products, Related searches, See results about, AI overview",informational,Organic
bob kramer chef knife,2,2,170,24,0.62,https://nobliecustomknives.com/most-expensive-knife/,1,0,0.00,1,698000,"[81,100,34,43,53,43,43,43,43,43,34,81]",2026-02-02,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",navigational,People also ask
rhode island knife laws,2,2,90,15,0.00,https://nobliecustomknives.com/us-knife-laws/rhode-island-knife-laws/,7,0.03,0.00,0,0,"[78,64,78,78,64,100,78,78,64,50,50,50]",2026-03-17,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
knife name,2,2,140,25,0.42,https://nobliecustomknives.com/types-of-knives/,9,0.04,3.00,0.23,215,"[5,1,6,45,1,2,3,13,16,13,13,10]",2026-03-27,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview",informational,Organic
bowie knife-styles,2,2,880,16,0.00,https://nobliecustomknives.com/bowie-knife-history/,12,0.06,0.00,0,4740000,"[100,0,0]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",commercial,Image pack
csgo knife most expensive,2,2,720,16,0.25,https://nobliecustomknives.com/most-expensive-knife/,15,0.07,3.00,0,1080000,"[24,16,16,20,24,13,13,100,20,16,24,11]",2026-02-04,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
trench knife us 1918,2,2,110,14,0.00,https://nobliecustomknives.com/authenticate-the-1918-trench-knife/,3,0.01,0.00,0,542000,"[43,35,43,17,53,35,28,23,23,35,35,12]",2026-02-28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
