Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
meat vs vegetable cleaver,2,2,70,20,0.50,https://www.koiknives.com/blogs/western-knife-guide/the-cleaver-knife-a-comprehensive-guide,0,0,0.00,0.49,895000,"[18,100,81,100,81,100,100,63,9,81,100,0]",2026-02-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,People also ask
shadow with knife,2,2,90,20,0.00,https://www.koiknives.com/blogs/japanese-knives/the-history-of-knives-as-gifts-from-friendship-to-betrayal,1,0.02,0.00,0.08,59700000,"[64,64,52,23,100,41,41,41,64,52,82,52]",2026-03-03,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",informational,People also ask
crow knife,2,2,50,20,0.00,https://www.koiknives.com/products/chris-the-crow-edc-pocket-knife,4,0.11,0.00,0.16,0,"[17,52,52,41,52,0,17,41,23,17,52,52]",2026-03-06,"Top stories, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
rockwell hardness c,2,2,30,17,2.14,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.09,1960000,"[11,11,64,11,11,11,11,11,11,11,11,11]",2026-02-21,"Image pack, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,People also ask
what is full tang,2,1,70,16,0.00,https://www.koiknives.com/blogs/japanese-knives/the-difference-between-a-full-tang-and-a-partial-tang-knife,5,0.14,0.00,0,143,"[1,0,1,1,1,0,1,2,1,0,2,2]",2026-03-29,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
cygnus atratus,2,2,1900,45,0.00,https://www.koiknives.com/blogs/bird-guide/the-black-swan,0,0,0.00,0,527000,"[82,65,100,82,82,16,44,100,65,55,65,44]",2026-03-23,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know",informational,Things to know
thyssen krump,2,2,40,75,4.43,https://www.koiknives.com/blogs/knife-steel-makers/thyssenkrupp,0,0,0.00,0.03,1160,"[0,0,0,0,0,0,0,100,0,0,0,0]",2026-03-01,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches, Things to know",navigational,People also ask
superb wren,2,2,320,37,0.00,https://www.koiknives.com/blogs/bird-guide/the-superb-fairy-wren,5,0.14,0.00,0.05,1600000,"[36,29,66,19,66,100,100,9,23,36,29,54]",2026-03-27,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know","informational, transactional",Things to know
superb wren,2,2,320,37,0.00,https://www.koiknives.com/blogs/bird-guide/the-blue-wren,0,0,0.00,0.05,1600000,"[36,29,66,19,66,100,100,9,23,36,29,54]",2026-03-27,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know","informational, transactional",Things to know
superb wren,2,2,320,37,0.00,https://www.koiknives.com/blogs/oz-pocket-knives-the-aviary-almanac/the-superb-fairy-wren-blue-wren-australias-most-charming-and-promiscuous-bird,0,0,0.00,0.05,1600000,"[36,29,66,19,66,100,100,9,23,36,29,54]",2026-03-27,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know","informational, transactional",Things to know
how to sharpen with a whetstone,2,2,140,26,0.04,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,1,0.02,0.00,0.37,1400000,"[80,66,42,66,52,52,66,66,66,52,66,52]",2026-01-30,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
what is a tanto blade,2,2,140,4,0.00,https://www.koiknives.com/blogs/japanese-knives/tanto-vs-reverse-tanto-knife-which-one-do-you-need,3,0.08,0.00,0.36,43000000,"[52,66,52,66,52,52,66,66,80,66,80,100]",2026-02-17,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Image pack
knuckles species,2,2,90,40,0.00,https://www.koiknives.com/blogs/australian-outback-animals/the-echidna-australias-remarkable-spiny-anteater,0,0,0.00,0,158,"[66,28,35,23,17,17,17,12,17,17,17,17]",2026-03-19,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Things to know, AI overview",informational,Things to know
coeaver,2,2,30,32,9.05,https://www.koiknives.com/blogs/western-knife-guide/the-cleaver-knife-a-comprehensive-guide,0,0,0.00,0,222,"[0,0,0,0,0,0,0,3,6,3,100,0]",2026-03-22,"Sitelinks, Video, Popular products, Related searches, Things to know, AI overview",commercial,Things to know
coeaver,2,2,30,32,9.05,https://www.koiknives.com/blogs/western-knife-guide/the-cleaver-knife-a-comprehensive-guide,0,0,0.00,0,222,"[0,0,0,0,0,0,0,3,6,3,100,0]",2026-03-22,"Sitelinks, Video, Popular products, Related searches, Things to know, AI overview",commercial,Things to know
skinner knife,2,2,880,17,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,13,0.36,0.00,0,3950000,"[100,81,8,62,100,62,100,30,24,36,45,45]",2026-02-01,"Video, Image, People also ask, Related searches, AI overview",informational,People also ask
youtube knife sharpening,2,2,170,43,0.14,https://www.koiknives.com/blogs/japanese-knives/common-whetstone-sharpening-mistakes,0,0,0.00,0.23,13000000,"[66,66,35,35,35,28,35,35,35,35,28,53]",2026-03-03,"Video, Image, People also ask, Related searches, Short videos","informational, navigational",People also ask
hyssenkrupp,2,2,110,79,4.43,https://www.koiknives.com/blogs/knife-steel-makers/thyssenkrupp,0,0,0.00,0.03,6250000,"[0,0,66,0,0,100,54,0,1,0,0,0]",2026-02-28,"Knowledge panel, Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know",navigational,People also ask
knife bent tip,2,2,210,5,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0,5630000,"[43,23,43,17,28,53,82,35,35,66,66,100]",2026-02-15,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
knife storage ideas,2,2,320,16,0.44,https://www.koiknives.com/blogs/japanese-knives/how-to-store-your-knives-tips-for-keeping-them-sharp-and-safe,0,0,0.00,1,88400000,"[45,36,24,30,20,24,24,24,24,24,20,30]",2026-02-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
knife storage ideas,2,2,320,16,0.44,https://www.koiknives.com/blogs/japanese-knives/knife-racks,0,0,0.00,1,88400000,"[45,36,24,30,20,24,24,24,24,24,20,30]",2026-02-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
lorikeet tongue,2,2,480,29,0.00,https://www.koiknives.com/blogs/oz-pocket-knives-the-aviary-almanac/the-lorikeet-natures-rainbow-parrot,5,0.14,0.00,0,331000,"[16,16,10,16,7,10,8,5,8,7,5,7]",2026-01-29,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Short videos, Things to know",informational,Things to know
black swan animal,2,2,2400,37,0.00,https://www.koiknives.com/blogs/bird-guide/the-black-swan,0,0,0.00,0,179000000,"[66,66,66,100,80,44,52,66,80,52,52,52]",2026-03-29,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know",informational,Things to know
black swan animal,2,2,2400,37,0.00,https://www.koiknives.com/blogs/bird-guide/the-black-swan,0,0,0.00,0,179000000,"[66,66,66,100,80,44,52,66,80,52,52,52]",2026-03-29,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know",informational,Things to know
black swan animal,2,2,2400,37,0.00,https://www.koiknives.com/blogs/bird-guide/the-black-swan,0,0,0.00,0,179000000,"[66,66,66,100,80,44,52,66,80,52,52,52]",2026-03-29,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, Things to know",informational,Things to know
petty knife vs paring knife,2,2,140,3,0.34,https://www.koiknives.com/blogs/japanese-knives/paring-vs-petty-knife-which-one-should-you-choose,11,0.31,3.00,0.77,720000,"[43,43,28,21,28,28,34,53,65,34,43,53]",2026-02-12,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
petty knife vs paring knife,2,2,140,3,0.34,https://www.koiknives.com/blogs/japanese-knives/paring-vs-petty-knife-which-one-should-you-choose,1,0.02,0.00,0.77,720000,"[43,43,28,21,28,28,34,53,65,34,43,53]",2026-02-12,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Image pack
murray river,2,2,1900,55,0.42,https://www.koiknives.com/blogs/iconic-river-knives/the-murray-river,0,0,0.00,0.01,176000000,"[29,20,43,81,100,22,36,43,43,43,36,43]",2026-03-23,"Knowledge panel, Video, Image, Related searches, Short videos, Things to know, AI overview",informational,Things to know
cultural influences on kitchen knife color choices in asian countries,2,2,40,0,0.00,https://www.koiknives.com/blogs/japanese-knives/the-history-of-knives-as-gifts-from-friendship-to-betrayal,0,0,0.00,0,2710000,"[0,18,36,100,9]",2026-02-19,"Sitelinks, Video, People also ask, AI overview",informational,People also ask
gunknife,2,2,70,5,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,0,0,0.00,0,336000,"[0,4,0,0,0,0,100,0,0,0,0,0]",2026-02-03,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
wood knife handle,2,2,1300,13,0.54,https://www.koiknives.com/blogs/japanese-knives/the-benefits-and-drawbacks-of-different-types-of-knife-handles,19,0.53,10.00,0.97,41300000,"[24,3,100,82,34,44,34,16,55,44,44,55]",2026-02-16,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,People also ask
laminated silicon steel,2,2,30,8,1.82,https://www.koiknives.com/blogs/japanese-knives/boosting-knife-toughness-the-role-of-silicon-additions-in-steel,0,0,0.00,0.2,2750000,"[14,14,100,14,14,0,14,14,14,14,14,14]",2026-03-22,"Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",People also ask
bone handle knife,2,2,720,6,0.46,https://www.koiknives.com/blogs/pocket-knives/what-makes-a-pocket-knife-handle-anatomy,29,0.81,13.00,1,19400000,"[37,52,37,46,37,37,37,31,16,46,31,37]",2026-02-18,"Image pack, Video, Image, People also ask, Related searches, Things to know",informational,Things to know
how to sharpen knives on a whetstone,2,2,480,21,0.03,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,1,0.02,0.00,0.28,1030000,"[26,21,100,21,17,88,9,100,7,59,39,26]",2026-02-27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
lier bird,2,2,70,47,8.24,https://www.koiknives.com/blogs/bird-guide/superb-lyrebird,0,0,0.00,0,1140000,"[24,0,0,0,0,0,0,16,5,0,0,1]",2026-02-25,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know",informational,Things to know
gray kangaroo,2,2,260,31,0.00,https://www.koiknives.com/blogs/australian-outback-animals/kangaroo-australias-icon-of-the-outback,0,0,0.00,0,53300000,"[66,82,82,100,82,66,53,66,53,66,66,53]",2026-02-24,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know",informational,Things to know
lyrebir,2,2,170,50,4.57,https://www.koiknives.com/blogs/bird-guide/superb-lyrebird,2,0.05,9.00,0.01,125,"[0,0,0,0,0,0,0,0,100,55,0,0]",2026-03-21,"Knowledge panel, Video, Related searches, Short videos, Things to know",informational,Things to know
cpm s30v benchmade,2,2,140,16,0.23,https://www.koiknives.com/blogs/japanese-knives/s35vn-vs-s30v-understanding-the-differences-in-steel-quality-for-knives,0,0,0.00,1,305000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2026-02-05,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",People also ask
galah cockatoo,2,0,2900,43,0.00,https://www.koiknives.com/blogs/oz-pocket-knives-the-aviary-almanac/the-galah-australias-playful-pink-and-grey-clown,0,0,0.00,0.01,1340000,"[54,29,65,65,81,54,65,65,65,54,54,65]",2026-03-30,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Things to know","informational, transactional",Things to know
what is g10 knife handle,2,2,50,4,0.06,https://www.koiknives.com/blogs/japanese-knives/g10-vs-other-handle-materials-advantages-and-disadvantages,4,0.11,0.00,0.13,2270000,"[1,3,8,1,1,1,2,8,8,3,1,1]",2026-03-24,"Sitelinks, Video, Related searches, AI overview",informational,Organic
patina a knife,2,2,170,6,0.00,https://www.koiknives.com/blogs/japanese-knives/removing-patina-from-your-knife,1,0.02,0.00,0.15,3560000,"[43,28,12,23,82,82,53,28,53,66,17,23]",2026-03-14,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Image pack
how to sharpen japanese kitchen knives,2,2,210,,0.19,https://www.koiknives.com/blogs/japanese-knives/guide-to-sharpening-japanese-knives,5,0.14,0.00,1,2820000,"[81,53,43,43,43,53,53,53,65,81,81,100]",2026-01-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
micarta knife,2,2,210,4,0.56,https://www.koiknives.com/blogs/knife-handles/micarta,0,0,0.00,1,2350000,"[81,81,81,65,65,65,65,53,65,65,65,65]",2026-02-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Short videos",informational,People also ask
cutco brisket knife,2,2,50,13,0.47,https://www.koiknives.com/blogs/australian-bbq/the-complete-guide-to-brisket-knives,0,0,0.00,1,13600,"[64,29,17,23,23,41,11,11,11,11,11,64]",2026-03-01,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",informational,People also ask
hangetsu giri,2,2,40,4,0.00,https://www.koiknives.com/blogs/news_updates/all-the-japanese-vegetable-cutting-techniques-you-need-to-know,3,0.08,0.00,0.33,1090,"[18,18,18,18,18,18,100,63,18,81,18,18]",2026-02-21,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
hangetsu giri,2,2,40,4,0.00,https://www.koiknives.com/blogs/news_updates/all-the-japanese-vegetable-cutting-techniques-you-need-to-know,0,0,0.00,0.33,1090,"[18,18,18,18,18,18,100,63,18,81,18,18]",2026-02-21,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Image pack
hangetsu giri,2,2,40,4,0.00,https://www.koiknives.com/blogs/news_updates/all-the-japanese-vegetable-cutting-techniques-you-need-to-know,0,0,0.00,0.33,1090,"[18,18,18,18,18,18,100,63,18,81,18,18]",2026-02-21,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Image pack
trimming knife,2,2,320,9,0.70,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,3,0.08,2.00,1,75400000,"[81,44,54,44,44,54,44,44,35,44,44,66]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,People also ask
g10 steel,2,2,140,2,0.00,https://www.koiknives.com/blogs/japanese-knives/g10-and-d2-in-knife-manufacturing,4,0.11,0.00,0.26,9320000,"[82,82,64,82,64,64,82,100,82,82,82,82]",2026-02-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
hardness scale knives,2,2,40,9,0.35,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,1,0.02,0.00,0.1,1500000,"[18,18,63,63,63,63,45,0,81,63,0,0]",2026-02-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
knife hanger,2,2,40,39,0.71,https://www.koiknives.com/blogs/news_updates/how-to-choose-the-right-knife-holder-for-you,1,0.02,0.00,0.99,13000000,"[100,64,11,11,11,11,11,11,11,11,11,11]",2026-02-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
blue fairy wren,2,2,110,41,0.00,https://www.koiknives.com/blogs/bird-guide/superb-fairy-wren-blue-wren,0,0,0.00,0.03,2350000,"[26,53,34,42,34,42,65,100,53,42,42,34]",2026-03-02,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know",informational,Things to know
swan dark,2,2,170,30,0.00,https://www.koiknives.com/blogs/bird-guide/the-black-swan,1,0.02,0.00,0,224,"[100,43,17,23,43,43,35,28,53,53,66,66]",2026-03-24,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Image pack
sharpening knife,2,2,260,44,0.89,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,2,0.05,1.00,1,24500000,"[10,16,8,3,5,4,10,16,1,13,0,3]",2026-02-14,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Things to know
sharpening hand tools,2,2,70,14,0.32,https://www.koiknives.com/blogs/knife-sharpening/common-mistakes-to-avoid-whetstone-sharpening-pitfalls-and-how-to-overcome-them,0,0,0.00,0.98,54500000,"[19,19,26,34,26,19,26,26,26,15,26,19]",2026-02-28,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,People also ask
fileermes,2,2,70,5,0.00,https://www.koiknives.com/blogs/australian-steak-knives/steak-knife-handles-exploring-the-best-materials-for-aesthetic-appeal-and-comfort,0,0,0.00,1,60700,"[52,41,52,64,100,64,82,11,11,0,11,11]",2026-02-14,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Things to know, AI overview",commercial,Things to know
eviny,2,2,70,66,12.89,https://www.koiknives.com/blogs/japanese-knives/ebony-wood-handles-in-kitchen-knives,0,0,0.00,0,610000000,"[23,2,15,1,1,2,19,0,19,1,0,0]",2026-02-27,"Knowledge panel, Top stories, Video, Image, People also ask, Related searches, See results about, Things to know, AI overview",informational,Things to know
hayward pocket knife,2,2,170,15,0.00,https://www.koiknives.com/blogs/japanese-knives/collecting-pocket-knives-a-comprehensive-guide-to-building-your-collection,0,0,0.00,0.01,288000,"[43,29,29,43,22,43,35,18,29,54,100,14]",2026-03-02,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,People also ask
how to get rid of patina,2,2,70,0,0.00,https://www.koiknives.com/blogs/japanese-knives/removing-patina-from-your-knife,2,0.05,0.00,0.02,14400000,"[45,63,63,81,63,63,63,81,63,63,63,63]",2026-03-18,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
what is hardness a measure of,2,2,40,28,0.00,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.33,29600000,"[18,18,18,18,100,18,18,18,100,100,18,18]",2026-02-07,"Image pack, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,People also ask
smith and wesson pocket knife,3,3,1300,21,0.00,https://www.koiknives.com/blogs/japanese-knives/collecting-pocket-knives-a-comprehensive-guide-to-building-your-collection,0,0,0.00,0,1820000,"[28,19,13,43,15,19,19,15,15,15,15,19]",2026-03-02,"Image pack, Video, Image, People also ask, Related searches","informational, navigational",People also ask
knife rests,3,3,390,26,0.45,https://www.koiknives.com/blogs/australian-steak-knives/mastering-steak-knife-etiquette,0,0,0.00,1,196,"[24,24,16,16,13,10,13,16,30,30,45,36]",2026-03-04,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",commercial,Things to know
old timer 340t,3,3,140,15,0.00,https://www.koiknives.com/blogs/japanese-knives/collecting-pocket-knives-a-comprehensive-guide-to-building-your-collection,0,0,0.00,0,14800,"[100,80,80,80,66,52,52,66,66,52,80,66]",2026-03-02,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
mini cleaver,3,3,260,7,0.58,https://www.koiknives.com/blogs/western-knife-guide/the-cleaver-knife-a-comprehensive-guide,3,0.08,1.00,1,5950000,"[66,54,35,44,28,44,35,44,28,35,44,44]",2026-02-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",People also ask
anteater australia,3,3,70,24,0.00,https://www.koiknives.com/blogs/australian-outback-animals/the-echidna-australias-remarkable-spiny-anteater,0,0,0.00,0,1610000,"[0,0,0,0,6,8,10,6,4,14,100,4]",2026-02-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos","informational, transactional",Organic
kiritsuke vs chef knife,3,3,40,2,0.45,https://www.koiknives.com/blogs/japanese-knife-guide-by-koi/the-kiritsuke-japans-most-intimidating-kitchen-knife,0,0,0.00,0.77,966000,"[11,23,11,11,29,29,29,52,41,17,23,23]",2026-03-01,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview","commercial, informational",People also ask
58 rockwell hardness,3,3,40,20,0.69,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,1,0.02,0.00,0.24,125,"[14,14,14,14,14,14,14,14,14,14,78,100]",2026-03-22,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
what is a tang on a knife,3,3,260,13,0.00,https://www.koiknives.com/blogs/japanese-knives/the-difference-between-a-full-tang-and-a-partial-tang-knife,11,0.31,0.00,0,29300000,"[53,53,53,66,43,53,43,66,66,100,82,66]",2026-03-26,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
double knife tanto in one sheath,3,3,50,22,0.00,https://www.koiknives.com/blogs/japanese-knives/different-types-of-japanese-knives,0,0,0.00,0.33,518000,"[15,12,6,12,6,6,53,21,34,6,34,6]",2026-02-13,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
boneing knife,3,3,140,19,0.51,https://www.koiknives.com/blogs/japanese-knives/your-complete-guide-for-choosing-using-and-caring-for-a-boning-knife,0,0,0.00,1,3200000,"[20,1,1,4,2,8,0,3,7,5,1,5]",2026-03-02,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, AI overview",commercial,Things to know
bird blue wren,3,3,110,21,0.00,https://www.koiknives.com/blogs/bird-guide/the-superb-fairy-wren,0,0,0.00,0.15,214,"[0,0,0,0,0,0,53,53,80,80,100,100]",2026-03-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know","informational, transactional",Things to know
bird blue wren,3,3,110,21,0.00,https://www.koiknives.com/blogs/bird-guide/superb-fairy-wren-blue-wren,0,0,0.00,0.15,214,"[0,0,0,0,0,0,53,53,80,80,100,100]",2026-03-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know","informational, transactional",Things to know
australian fairy wren,3,3,90,42,0.00,https://www.koiknives.com/blogs/bird-guide/the-superb-fairy-wren,1,0.02,0.00,0.07,874000,"[50,50,78,78,78,78,78,78,78,50,64,64]",2026-02-20,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Things to know
australian fairy wren,3,3,90,42,0.00,https://www.koiknives.com/blogs/bird-guide/superb-fairy-wren-blue-wren,0,0,0.00,0.07,874000,"[50,50,78,78,78,78,78,78,78,50,64,64]",2026-02-20,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Things to know
australian fairy wren,3,3,90,42,0.00,https://www.koiknives.com/blogs/bird-guide/the-superb-fairy-wren,0,0,0.00,0.07,874000,"[50,50,78,78,78,78,78,78,78,50,64,64]",2026-02-20,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Things to know
kangaroo behavioral adaptations,3,3,110,24,0.00,https://www.koiknives.com/blogs/australian-outback-animals/kangaroo-australias-icon-of-the-outback,2,0.05,0.00,0,125000,"[3,3,3,28,100,44,8,3,5,15,18,15]",2026-02-03,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
rockwell hardness c scale,3,3,30,16,2.14,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.09,1210000,"[14,14,78,14,14,14,14,14,14,14,14,14]",2026-02-06,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
what is the tang on a knife,3,3,210,15,0.00,https://www.koiknives.com/blogs/japanese-knives/the-difference-between-a-full-tang-and-a-partial-tang-knife,2,0.05,0.00,0,29400000,"[80,65,80,65,100,34,53,65,65,100,80,100]",2026-02-05,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
chinese cleaver knife,3,3,480,28,0.61,https://www.koiknives.com/blogs/western-knife-guide/the-cleaver-knife-a-comprehensive-guide,0,0,0.00,1,1870000,"[72,39,39,39,32,39,39,59,59,48,48,59]",2026-02-28,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Things to know",commercial,Things to know
tang on a knife,3,3,590,17,0.00,https://www.koiknives.com/blogs/japanese-knives/the-difference-between-a-full-tang-and-a-partial-tang-knife,11,0.31,0.00,0,27800000,"[10,13,16,13,20,8,10,8,13,27,16,20]",2026-01-30,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
hrc engineering,3,3,170,12,0.00,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.01,5770000,"[52,66,100,100,66,52,80,66,66,66,100,66]",2026-02-24,"Video, People also ask, Related searches","informational, transactional",People also ask
knife fighting tactics,3,3,110,24,0.75,https://www.koiknives.com/blogs/japanese-knives/top-5-knife-skills,0,0,0.00,0.05,5510000,"[7,80,65,0,65,53,53,34,26,53,34,0]",2026-02-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
knife on chest,3,3,70,18,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0.83,48200000,"[18,45,63,63,63,18,100,100,100,63,63,63]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
cpm steels,3,3,50,9,2.23,https://www.koiknives.com/blogs/japanese-knives/s35vn-vs-s30v-understanding-the-differences-in-steel-quality-for-knives,0,0,0.00,0.12,42700000,"[55,22,77,77,100,22,22,77,33,33,55,55]",2026-02-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Things to know
equality car,3,3,50,23,2.24,https://www.koiknives.com/blogs/japanese-knives/understanding-rockwell-hardness-in-knives,0,0,0.00,0.18,68200000,"[0,0,0,0,0,0,0,0,0,0,66,100]",2026-03-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
how to hold steak knife,3,3,140,8,0.00,https://www.koiknives.com/blogs/australian-steak-knives/mastering-steak-knife-etiquette,1,0.02,0.00,0,0,"[0,0,0,0,0,0,0,0,100,0,0,0]",2026-03-13,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
knife in the back meme,3,3,90,19,0.00,https://www.koiknives.com/blogs/japanese-knives/cutting-through-the-mystery-13-knife-superstitions-you-need-to-know,1,0.02,0.00,0,139000000,"[14,100,78,78,64,64,50,50,64,64,64,64]",2026-02-23,"Video, Image, People also ask, Related searches",informational,People also ask
