Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
xinzuo knives,42,42,110,0,0.64,https://xinzuocutlery.com/collections/carving-knives,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,42,42,70,0,0.00,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,42,42,40,11,0.00,https://xinzuocutlery.com/products/xinzuo-3-piece-67-layers-damascus-steel-kitchen-knife-set-ya-series,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
knife xinzuo 3 pcs,42,42,50,0,0.00,https://xinzuocutlery.com/collections/utility-knives,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
japanese kiritsuke knife,42,42,70,11,0.64,https://xinzuocutlery.com/collections/kiritsuke-knives,0,0,0.00,0.99,954000,"[52,52,14,23,19,23,33,33,23,19,33,80]",2026-02-13,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo 440c gyuto,43,43,40,,0.00,https://xinzuocutlery.com/collections/stainless-steel-knives/composite-steel-series,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,43,43,50,0,0.00,https://xinzuocutlery.com/collections/pin-composited-steel-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo knives,44,44,110,0,0.64,https://xinzuocutlery.com/collections/new-release/new-release,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,44,44,70,0,0.00,https://xinzuocutlery.com/products/xinzuo-8-5-inch-chef-knife,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel gyuto knife,44,44,30,0,1.63,https://xinzuocutlery.com/products/xinzuo-7-inches-67-layers-japanese-aus-10-damascus-steel-gyuto-knife-chef-knife-jiang-series,0,0,0.00,1,1060000,"[18,18,36,18,100,18,18,18,18,18,18,45]",2026-03-22,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,44,44,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-10-pcs-kitchen-knife-set-triple-layer-composited-steel-with-olive-wood-handle-razor-sharp-ergonomic-design-pin-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
shanzu pro series 67 layer,45,45,40,19,0.72,https://xinzuocutlery.com/products/xinzuo-3-piece-knife-set-67-layers-black-damascus-steel-chef-knife-santoku-knife-kitchen-utility-knife-with-burnt-oak-handle-mo-series,0,0,0.00,1,15300,"[11,23,11,23,11,11,100,41,11,11,11,11]",2026-02-14,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
chinese cleavers for sale,45,45,40,15,0.56,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,0.32,207,"[11,11,11,11,11,11,11,11,11,11,100,82]",2026-03-22,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
xinzuo 440c gyuto,45,45,40,,0.00,https://xinzuocutlery.com/products/xinzuo-7-inches-110-layers-damascus-steel-gyuto-knife-chef-knife-jiang-series,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,45,45,70,0,0.00,https://xinzuocutlery.com/products/xinzuo-5-piece-110-layers-damascus-steel-kitchen-knife-set-jiang-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,45,45,40,11,0.00,https://xinzuocutlery.com/collections/jiang-hammer-damascus-series,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
xinzuo knife,45,45,140,22,0.64,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,45,45,50,0,0.00,https://xinzuocutlery.com/collections/carving-knives,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,46,46,40,,0.00,https://xinzuocutlery.com/products/xinzuo-8-5-inch-chef-knife,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
zdp189 knife,46,46,50,0,0.67,https://xinzuocutlery.com/collections/zhen-zdp-189-series,0,0,0.00,1,535000,"[23,14,42,4,23,14,9,14,42,14,19,100]",2026-02-03,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
xituo knives 5,46,46,70,17,0.00,https://xinzuocutlery.com/products/xinzuo-5-piece-110-layers-damascus-steel-kitchen-knife-set-jiang-series,0,0,0.00,0.33,118000,"[0,0,0,0,3,34,34,53,100,28,6,6]",2026-03-25,"Sitelinks, Video, Popular products, Related searches",commercial,Organic
cai dao knife,46,46,70,12,0.63,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,1,866000,"[4,0,0,1,0,0,0,4,5,4,2,4]",2026-02-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
knife xinzuo 3 pcs,46,46,50,0,0.00,https://xinzuocutlery.com/collections/paring-knives,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
santoku damascus knife,46,46,40,10,0.90,https://xinzuocutlery.com/collections/santoku-knife,0,0,0.00,1,1600000,"[53,34,6,9,0,0,6,6,3,6,6,9]",2026-03-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife review,47,47,30,0,0.77,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,1,0,"[6,6,6,6,6,6,12,21,21,6,6,6]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
xinzuo knife 2pcs,47,47,70,0,0.00,https://xinzuocutlery.com/collections/utility-knife,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
knife xinzuo 3 pcs,47,47,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-lan-series-3-layer-composite-steel-5pcs-knife-set,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
zt knives warranty,48,48,70,14,0.00,https://xinzuocutlery.com/pages/lifetime-warranty,0,0,0.00,0,395000,"[55,77,77,100,77,77,55,77,55,22,77,77]",2026-03-04,"Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
xinzuo knives,48,48,110,0,0.64,https://xinzuocutlery.com/collections/all,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,48,48,70,0,0.00,https://xinzuocutlery.com/collections/jiang-pattern-damascus-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
xinzuo knife,48,48,140,22,0.64,https://xinzuocutlery.com/collections/damascus-knives,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,48,48,50,0,0.00,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,49,49,40,,0.00,https://xinzuocutlery.com/products/xinzuo-7-inches-110-layers-damascus-steel-gyuto-knife-chef-knife-jiang-series,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,49,49,70,0,0.00,https://xinzuocutlery.com/collections/yun-hammer-damascus-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
knife xinzuo 3 pcs,49,49,50,0,0.00,https://xinzuocutlery.com/collections/mo-series/mo-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,50,50,40,,0.00,https://xinzuocutlery.com/collections/lan-composite-steel-series-kitchen-knife-set,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
shi ba zi zuo,50,50,110,23,0.57,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,0.91,1360000,"[35,22,18,18,14,22,14,29,22,18,22,18]",2026-03-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
xinzuo knives,50,50,110,0,0.64,https://xinzuocutlery.com/blogs/news/xinzuo,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,50,50,70,0,0.00,https://xinzuocutlery.com/collections/best-sellers,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,50,50,40,11,0.00,https://xinzuocutlery.com/products/yun-damascus-series-xinzuo-8-5-chef-knife,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
xinzuo knife,50,50,140,22,0.64,https://xinzuocutlery.com/products/xinzuo-5-piece-110-layers-damascus-steel-kitchen-knife-set-jiang-series,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,50,50,50,0,0.00,https://xinzuocutlery.com/collections/ya-pattern-damascus-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,51,51,40,,0.00,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,51,51,70,0,0.00,https://xinzuocutlery.com/collections/mo-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
xinzuo knife,51,51,140,22,0.64,https://xinzuocutlery.com/products/xinzuo-knife,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,51,51,50,0,0.00,https://xinzuocutlery.com/collections/jiang-hammer-damascus-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,52,52,40,,0.00,https://xinzuocutlery.com/collections/feng-pattern-damascus-series,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
sugimoto cleaver,52,52,90,2,0.82,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,1,0,"[28,17,17,28,17,17,17,17,17,17,23,35]",2026-03-09,"Sitelinks, Video, Popular products, Related searches, Discussions and forums",commercial,Organic
xinzuo knife 2pcs,52,52,70,0,0.00,https://xinzuocutlery.com/collections/chef-knives-gyuto,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
xinzuo knife,52,52,140,22,0.64,https://xinzuocutlery.com/collections/feng-pattern-damascus-series,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,52,52,50,0,0.00,https://xinzuocutlery.com/collections/knife-set/ya-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo knife review,53,53,30,0,0.77,https://xinzuocutlery.com/products/xinzuo-5-piece-110-layers-damascus-steel-kitchen-knife-set-jiang-series,0,0,0.00,1,0,"[6,6,6,6,6,6,12,21,21,6,6,6]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
zdp 189 steel,53,53,260,1,0.75,https://xinzuocutlery.com/collections/zhen-zdp-189-series,0,0,0.00,0.95,380000,"[53,53,66,66,53,82,53,66,82,66,53,53]",2026-03-02,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
tensyu nakiri knife,53,53,40,0,0.00,https://xinzuocutlery.com/collections/nakiri-knives,0,0,0.00,0.79,4070,"[64,64,11,11,11,11,11,11,11,11,11,11]",2026-01-13,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
xinzuo 440c gyuto,53,53,40,,0.00,https://xinzuocutlery.com/collections/utility-knife-1,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knives,53,53,110,0,0.64,https://xinzuocutlery.com/collections/santoku-knife-1,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,53,53,70,0,0.00,https://xinzuocutlery.com/collections/stainless-steel-knives/composite-steel-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
knife xinzuo 3 pcs,53,53,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-5pcs-kitchen-knife-set-triple-layer-composited-steel-with-olive-wood-handle-razor-sharp-ergonomic-design-pin-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo knife review,54,54,30,0,0.77,https://xinzuocutlery.com/products/xinzuo-7-inches-110-layers-damascus-steel-gyuto-knife-chef-knife-jiang-series,0,0,0.00,1,0,"[6,6,6,6,6,6,12,21,21,6,6,6]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
xinzuo 440c gyuto,54,54,40,,0.00,https://xinzuocutlery.com/collections/stainless-steel-knives,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,54,54,70,0,0.00,https://xinzuocutlery.com/collections/carving-knives,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,54,54,40,11,0.00,https://xinzuocutlery.com/collections/ji-copper-damascus-series,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
xinzuo knife,54,54,140,22,0.64,https://xinzuocutlery.com/products/xinzuo-7-inches-110-layers-damascus-steel-gyuto-knife-chef-knife-jiang-series,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,54,54,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-8pcs-kitchen-knife-set-triple-layer-composited-steel-with-olive-wood-handle-razor-sharp-ergonomic-design-pin-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,55,55,40,,0.00,https://xinzuocutlery.com/collections/santoku-knife-1,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knives,55,55,110,0,0.64,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,55,55,70,0,0.00,https://xinzuocutlery.com/collections/utility-knives,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
knife xinzuo 3 pcs,55,55,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-5-piece-110-layers-damascus-steel-kitchen-knife-set-jiang-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo knife review,56,56,30,0,0.77,https://xinzuocutlery.com/collections/knife-set,0,0,0.00,1,0,"[6,6,6,6,6,6,12,21,21,6,6,6]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
xinzuo 440c gyuto,56,56,40,,0.00,https://xinzuocutlery.com/collections/bread-knife,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
caidao knife,56,56,50,30,0.61,https://xinzuocutlery.com/collections/cleaver-knife,0,0,0.00,1,0,"[11,11,11,11,11,11,11,11,11,64,100,64]",2026-03-10,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,56,56,70,0,0.00,https://xinzuocutlery.com/products/xinzuo-7-inches-110-layers-damascus-steel-gyuto-knife-chef-knife-jiang-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
made in japanese damascus steel nakiri,56,56,50,,0.82,https://xinzuocutlery.com/collections/nakiri-knife,0,0,0.00,0.68,0,"[0,14,14,14,14,78,100]",2026-03-10,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,56,56,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-10-pcs-kitchen-knife-set-triple-layer-composited-steel-with-olive-wood-handle-razor-sharp-ergonomic-design-pin-series,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo 440c gyuto,57,57,40,,0.00,https://xinzuocutlery.com/collections/knife-set,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,57,57,70,0,0.00,https://xinzuocutlery.com/collections/yu-pattern-damascus-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,57,57,40,11,0.00,https://xinzuocutlery.com/products/xinzuo-7-piece-67-layers-damascus-steel-kitchen-knife-set-with-block-and-kitchen-scissor-ya-series,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
knife xinzuo 3 pcs,57,57,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-8-5-inch-chef-knife,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
xinzuo knife review,58,58,30,0,0.77,https://xinzuocutlery.com/collections/santoku-knife,0,0,0.00,1,0,"[6,6,6,6,6,6,12,21,21,6,6,6]",2026-03-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
xinzuo 440c gyuto,58,58,40,,0.00,https://xinzuocutlery.com/collections/jiang-pattern-damascus-series,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
gyutou knife,58,58,110,15,0.64,https://xinzuocutlery.com/collections/chef-knives-gyuto,0,0,0.00,1,0,"[21,9,28,21,65,43,34,34,43,43,34,43]",2026-03-15,"Local pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,58,58,70,0,0.00,https://xinzuocutlery.com/collections/feng-pattern-damascus-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
knife xinzuo 3 pcs,58,58,50,0,0.00,https://xinzuocutlery.com/products/xinzuo-lan-series-3-layer-composite-steel-8pcs-knife-set,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
japanese aus10 steel,58,58,30,5,0.98,https://xinzuocutlery.com/products/xinzuo-7-inches-67-layers-japanese-aus-10-damascus-steel-multipurpose-knife-jiang-series,0,0,0.00,0.54,370000,"[28,100,14,14,14,14,14,14,14,14,14,14]",2026-02-13,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
xinzuo 440c gyuto,59,59,40,,0.00,https://xinzuocutlery.com/collections/knife-set,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
zt knives warranty,59,59,70,14,0.00,https://xinzuocutlery.com/pages/lifetime-warranty,0,0,0.00,0,395000,"[55,77,77,100,77,77,55,77,55,22,77,77]",2026-03-04,"Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
xinzuo knives,59,59,110,0,0.64,https://xinzuocutlery.com/collections/chef-knives-gyuto-1,0,0,0.00,1,182000,"[42,80,0,42,34,80,42,65,65,19,11,19]",2026-02-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,59,59,70,0,0.00,https://xinzuocutlery.com/collections/yu-stainless-steel-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,59,59,40,11,0.00,https://xinzuocutlery.com/collections/utility-knives,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
xinzuo knife,59,59,140,22,0.64,https://xinzuocutlery.com/collections/santoku-knives,0,0,0.00,1,234000,"[100,11,18,11,5,5,5,8,6,23,35,35]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
knife xinzuo 3 pcs,59,59,50,0,0.00,https://xinzuocutlery.com/products/yi-damascus-series-4pcs-kitchen-knife-set,0,0,0.00,0.33,0,"[0,0,0,81,81,81,45,100,100,45,18,18]",2026-03-12,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
8.2inch,59,0,40,13,0.00,https://xinzuocutlery.com/products/xinzuo-zhen-series-8-2-inch-chefs-knife,0,0,0.00,0,2560000,"[63,100,27,0,0,0,0,0,0,100,81,63]",2026-03-30,"Instant answer, Image pack, Sitelinks, Video",informational,Organic
xinzuo 440c gyuto,60,60,40,,0.00,https://xinzuocutlery.com/collections/utility-knives,0,0,0.00,0.03,188,"[9,45,27,81,9,9,9,100,100,18,18,18]",2026-03-25,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xinzuo knife 2pcs,60,60,70,0,0.00,https://xinzuocutlery.com/products/xinzuo-5-piece-110-layers-damascus-steel-kitchen-knife-set-jiang-series,0,0,0.00,0.33,0,"[0,0,0,52,100,52,33,52,66,19,9,9]",2026-03-08,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
damascus steel knives xinzuo,60,60,40,11,0.00,https://xinzuocutlery.com/collections/damascus-knives?page=2,0,0,0.00,0.33,138000,"[0,0,0,9,45,100,18,100,100,18,18,18]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
